0.0,0.0,0.0,0.0,5494.0109999999995,22.78,54.415,0.52
0.0,0.0,0.0,0.32,5586.255,22.9,55.248999999999995,0.44
0.0,0.0,0.0,0.6400000000000001,5612.808000000001,22.92,55.446999999999996,0.5
0.0,0.0,0.0,0.9600000000000002,5604.5869999999995,23.01,54.70399999999999,0.47
0.0,0.0,0.31999999999999984,0.0,5569.62,22.48,50.812,0.48
0.0,0.0,0.31999999999999984,0.32,5542.384,22.67,53.327,0.46
0.0,0.0,0.31999999999999984,0.6400000000000001,5691.181,23.1,52.271,0.48
0.0,0.0,0.31999999999999984,0.9600000000000002,5539.839,22.71,56.577,0.45
0.0,0.0,0.6400000000000001,0.0,5628.361999999999,22.9,56.604,0.47
0.0,0.0,0.6400000000000001,0.32,5474.75,22.55,56.187,0.44
0.0,0.0,0.6400000000000001,0.6400000000000001,5712.411999999999,23.24,56.558,0.48
0.0,0.0,0.6400000000000001,0.9600000000000002,5571.946,22.86,55.053000000000004,0.45
0.0,0.0,0.96,0.0,5548.95,22.36,54.745,0.45
0.0,0.0,0.96,0.32,5652.193,22.99,55.451,0.44
0.0,0.0,0.96,0.6400000000000001,5609.443,23.02,57.06,0.47
0.0,0.0,0.96,0.9600000000000002,5496.72,22.54,54.606,0.47
0.0,0.33333333333333237,0.0,0.0,5697.665,23.18,53.817,0.44
0.0,0.33333333333333237,0.0,0.32,5625.968000000001,23.04,53.638999999999996,0.48
0.0,0.33333333333333237,0.0,0.6400000000000001,5601.795999999999,23.03,52.49,0.45
0.0,0.33333333333333237,0.0,0.9600000000000002,5484.613,22.59,53.938,0.45
0.0,0.33333333333333237,0.31999999999999984,0.0,5536.597,22.51,54.435,0.52
0.0,0.33333333333333237,0.31999999999999984,0.32,5552.945,22.74,58.251999999999995,0.45
0.0,0.33333333333333237,0.31999999999999984,0.6400000000000001,5654.82,23.0,52.29,0.51
0.0,0.33333333333333237,0.31999999999999984,0.9600000000000002,5518.143,22.74,54.467,0.41
0.0,0.33333333333333237,0.6400000000000001,0.0,5559.236999999999,22.5,53.961999999999996,0.43
0.0,0.33333333333333237,0.6400000000000001,0.32,5594.231,22.89,55.97,0.41
0.0,0.33333333333333237,0.6400000000000001,0.6400000000000001,5606.351,23.07,54.684,0.43
0.0,0.33333333333333237,0.6400000000000001,0.9600000000000002,5683.561,23.14,56.101000000000006,0.48
0.0,0.33333333333333237,0.96,0.0,5684.545999999999,23.11,54.583,0.48
0.0,0.33333333333333237,0.96,0.32,5592.11,22.89,51.761,0.44
0.0,0.33333333333333237,0.96,0.6400000000000001,5585.859,22.88,54.455,0.45
0.0,0.33333333333333237,0.96,0.9600000000000002,5525.9130000000005,22.76,55.434,0.48
0.0,0.6666666666666662,0.0,0.0,5645.339,22.98,49.571000000000005,0.49
