[ 0.54545455 -0.83333333 -0.63636364  0.58333333]---[5759.4580000000005, 24.52, 48.29]
[ 0.33333333 -1.         -1.09090909  0.33333333]---[5513.8330000000005, 22.97, 51.729]
[ 0.54545455 -1.16666667 -0.45454545  0.5       ]---[5916.846, 25.22, 50.033]
[ 0.52525253 -0.83333333 -0.18181818  0.41666667]---[5799.361999999999, 24.61, 45.754]
[ 0.52525253 -1.         -0.18181818  0.83333333]---[5857.406999999999, 24.88, 50.45399999999999]
[ 0.52525253 -0.83333333 -0.36363636  0.75      ]---[5805.245, 24.8, 48.321999999999996]
[ 0.54545455 -1.16666667 -0.45454545  1.16666667]---[5790.347, 24.67, 48.913000000000004]
[-0.5959596  -1.         -1.09090909 -0.16666667]---[5626.557, 23.22, 53.301]
[-0.52525253 -1.16666667 -1.18181818 -0.16666667]---[5590.9890000000005, 23.26, 50.953]
[ 0.01010101 -1.16666667 -1.18181818 -0.16666667]---[5513.1630000000005, 23.12, 51.051]
[-0.16161616 -0.66666667 -0.90909091  0.        ]---[5716.147, 24.12, 50.003]
[-0.16161616 -0.66666667 -0.90909091  0.25      ]---[5700.21, 23.9, 48.07]
[-0.16161616 -0.66666667 -0.81818182  0.        ]---[5770.101, 24.28, 46.841]
[-0.16161616 -0.66666667 -0.72727273 -0.08333333]---[5778.665, 24.23, 46.876999999999995]
[ 0.01010101 -1.16666667 -0.45454545 -0.16666667]---[5808.227, 24.21, 47.236999999999995]
[-0.52525253 -1.16666667 -0.45454545 -0.16666667]---[5737.173000000001, 23.93, 50.107]
[-0.16161616 -0.83333333 -0.27272727  0.08333333]---[5695.435, 23.79, 47.978]
[ 0.01010101 -1.16666667 -0.45454545  0.5       ]---[5801.209, 24.45, 49.398999999999994]
[-0.52525253 -1.16666667 -0.45454545  0.5       ]---[5765.887, 23.85, 50.288999999999994]
[ 0.39393939 -1.16666667 -0.72727273  0.16666667]---[5778.09, 24.42, 50.376999999999995]
[ 0.01010101 -1.16666667 -1.18181818  0.5       ]---[5477.103, 22.99, 49.236999999999995]
[ 0.54545455 -0.83333333 -0.63636364  0.58333333]---[5759.4580000000005, 24.52, 48.29]
[ 0.33333333 -1.         -1.09090909  0.33333333]---[5513.8330000000005, 22.97, 51.729]
[ 0.54545455 -1.16666667 -0.45454545  0.5       ]---[5916.846, 25.22, 50.033]
[ 0.52525253 -0.83333333 -0.18181818  0.41666667]---[5799.361999999999, 24.61, 45.754]
[ 0.52525253 -1.         -0.18181818  0.83333333]---[5857.406999999999, 24.88, 50.45399999999999]
[ 0.52525253 -0.83333333 -0.36363636  0.75      ]---[5805.245, 24.8, 48.321999999999996]
[ 0.54545455 -1.16666667 -0.45454545  1.16666667]---[5790.347, 24.67, 48.913000000000004]
[-0.5959596  -1.         -1.09090909 -0.16666667]---[5626.557, 23.22, 53.301]
[-0.52525253 -1.16666667 -1.18181818 -0.16666667]---[5590.9890000000005, 23.26, 50.953]
[ 0.01010101 -1.16666667 -1.18181818 -0.16666667]---[5513.1630000000005, 23.12, 51.051]
[-0.16161616 -0.66666667 -0.90909091  0.        ]---[5716.147, 24.12, 50.003]
[-0.16161616 -0.66666667 -0.90909091  0.25      ]---[5700.21, 23.9, 48.07]
[-0.16161616 -0.66666667 -0.81818182  0.        ]---[5770.101, 24.28, 46.841]
[-0.16161616 -0.66666667 -0.72727273 -0.08333333]---[5778.665, 24.23, 46.876999999999995]
[ 0.01010101 -1.16666667 -0.45454545 -0.16666667]---[5808.227, 24.21, 47.236999999999995]
[-0.52525253 -1.16666667 -0.45454545 -0.16666667]---[5737.173000000001, 23.93, 50.107]
[-0.16161616 -0.83333333 -0.27272727  0.08333333]---[5695.435, 23.79, 47.978]
[ 0.01010101 -1.16666667 -0.45454545  0.5       ]---[5801.209, 24.45, 49.398999999999994]
[-0.52525253 -1.16666667 -0.45454545  0.5       ]---[5765.887, 23.85, 50.288999999999994]
[ 0.39393939 -1.16666667 -0.72727273  0.16666667]---[5778.09, 24.42, 50.376999999999995]
[ 0.01010101 -1.16666667 -1.18181818  0.5       ]---[5477.103, 22.99, 49.236999999999995]
[ 0.54545455 -0.83333333 -0.63636364  0.58333333]---[5759.4580000000005, 24.52, 48.29]
[ 0.33333333 -1.         -1.09090909  0.33333333]---[5513.8330000000005, 22.97, 51.729]
[ 0.54545455 -1.16666667 -0.45454545  0.5       ]---[5916.846, 25.22, 50.033]
[ 0.52525253 -0.83333333 -0.18181818  0.41666667]---[5799.361999999999, 24.61, 45.754]
[ 0.52525253 -1.         -0.18181818  0.83333333]---[5857.406999999999, 24.88, 50.45399999999999]
[ 0.52525253 -0.83333333 -0.36363636  0.75      ]---[5805.245, 24.8, 48.321999999999996]
[ 0.54545455 -1.16666667 -0.45454545  1.16666667]---[5790.347, 24.67, 48.913000000000004]
[-0.5959596  -1.         -1.09090909 -0.16666667]---[5626.557, 23.22, 53.301]
[-0.52525253 -1.16666667 -1.18181818 -0.16666667]---[5590.9890000000005, 23.26, 50.953]
[ 0.01010101 -1.16666667 -1.18181818 -0.16666667]---[5513.1630000000005, 23.12, 51.051]
[-0.16161616 -0.66666667 -0.90909091  0.        ]---[5716.147, 24.12, 50.003]
[-0.16161616 -0.66666667 -0.90909091  0.25      ]---[5700.21, 23.9, 48.07]
[-0.16161616 -0.66666667 -0.81818182  0.        ]---[5770.101, 24.28, 46.841]
[-0.16161616 -0.66666667 -0.72727273 -0.08333333]---[5778.665, 24.23, 46.876999999999995]
[ 0.01010101 -1.16666667 -0.45454545 -0.16666667]---[5808.227, 24.21, 47.236999999999995]
[-0.52525253 -1.16666667 -0.45454545 -0.16666667]---[5737.173000000001, 23.93, 50.107]
[-0.16161616 -0.83333333 -0.27272727  0.08333333]---[5695.435, 23.79, 47.978]
[ 0.01010101 -1.16666667 -0.45454545  0.5       ]---[5801.209, 24.45, 49.398999999999994]
[-0.52525253 -1.16666667 -0.45454545  0.5       ]---[5765.887, 23.85, 50.288999999999994]
[ 0.39393939 -1.16666667 -0.72727273  0.16666667]---[5778.09, 24.42, 50.376999999999995]
[ 0.01010101 -1.16666667 -1.18181818  0.5       ]---[5477.103, 22.99, 49.236999999999995]
[ 0.54545455 -0.83333333 -0.63636364  0.58333333]---[5759.4580000000005, 24.52, 48.29]
[ 0.33333333 -1.         -1.09090909  0.33333333]---[5513.8330000000005, 22.97, 51.729]
[ 0.54545455 -1.16666667 -0.45454545  0.5       ]---[5916.846, 25.22, 50.033]
[ 0.52525253 -0.83333333 -0.18181818  0.41666667]---[5799.361999999999, 24.61, 45.754]
[ 0.52525253 -1.         -0.18181818  0.83333333]---[5857.406999999999, 24.88, 50.45399999999999]
[ 0.52525253 -0.83333333 -0.36363636  0.75      ]---[5805.245, 24.8, 48.321999999999996]
[ 0.54545455 -1.16666667 -0.45454545  1.16666667]---[5790.347, 24.67, 48.913000000000004]
[-0.5959596  -1.         -1.09090909 -0.16666667]---[5626.557, 23.22, 53.301]
[-0.52525253 -1.16666667 -1.18181818 -0.16666667]---[5590.9890000000005, 23.26, 50.953]
[ 0.01010101 -1.16666667 -1.18181818 -0.16666667]---[5513.1630000000005, 23.12, 51.051]
[-0.16161616 -0.66666667 -0.90909091  0.        ]---[5716.147, 24.12, 50.003]
[-0.16161616 -0.66666667 -0.90909091  0.25      ]---[5700.21, 23.9, 48.07]
[-0.16161616 -0.66666667 -0.81818182  0.        ]---[5770.101, 24.28, 46.841]
[-0.16161616 -0.66666667 -0.72727273 -0.08333333]---[5778.665, 24.23, 46.876999999999995]
[ 0.01010101 -1.16666667 -0.45454545 -0.16666667]---[5808.227, 24.21, 47.236999999999995]
[-0.52525253 -1.16666667 -0.45454545 -0.16666667]---[5737.173000000001, 23.93, 50.107]
[-0.16161616 -0.83333333 -0.27272727  0.08333333]---[5695.435, 23.79, 47.978]
[ 0.01010101 -1.16666667 -0.45454545  0.5       ]---[5801.209, 24.45, 49.398999999999994]
[-0.52525253 -1.16666667 -0.45454545  0.5       ]---[5765.887, 23.85, 50.288999999999994]
[ 0.39393939 -1.16666667 -0.72727273  0.16666667]---[5778.09, 24.42, 50.376999999999995]
[ 0.01010101 -1.16666667 -1.18181818  0.5       ]---[5477.103, 22.99, 49.236999999999995]
[ 0.54545455 -0.83333333 -0.63636364  0.58333333]---[5759.4580000000005, 24.52, 48.29]
[ 0.33333333 -1.         -1.09090909  0.33333333]---[5513.8330000000005, 22.97, 51.729]
[ 0.54545455 -1.16666667 -0.45454545  0.5       ]---[5916.846, 25.22, 50.033]
[ 0.52525253 -0.83333333 -0.18181818  0.41666667]---[5799.361999999999, 24.61, 45.754]
[ 0.52525253 -1.         -0.18181818  0.83333333]---[5857.406999999999, 24.88, 50.45399999999999]
[ 0.52525253 -0.83333333 -0.36363636  0.75      ]---[5805.245, 24.8, 48.321999999999996]
[ 0.54545455 -1.16666667 -0.45454545  1.16666667]---[5790.347, 24.67, 48.913000000000004]
[-0.5959596  -1.         -1.09090909 -0.16666667]---[5626.557, 23.22, 53.301]
[ 0.44444444  0.66666667 -0.72727273  0.33333333]---[5667.87, 24.05, 49.118]
[ 0.54545455 -0.33333333  0.27272727  1.16666667]---[5970.144, 25.87, 49.272]
[-0.02020202 -0.16666667 -0.81818182  0.        ]---[5815.094, 24.56, 48.446000000000005]
[ 0.54545455 -0.16666667  1.         -0.33333333]---[5895.026999999999, 25.09, 46.845]
[-0.95959596  0.5        -0.45454545  0.16666667]---[5628.814, 23.01, 51.302]
[ 0.23232323 -0.33333333 -0.18181818 -0.41666667]---[5869.404, 24.99, 49.215]
[0.4040404  0.5        0.54545455 1.08333333]---[6051.02, 25.78, 50.761]
[0.54545455 0.83333333 1.         0.08333333]---[5897.845, 25.19, 46.553000000000004]
[-0.65656566  0.83333333  0.27272727  0.16666667]---[5834.479, 24.13, 50.602]
[-0.04040404  0.66666667  0.18181818 -0.75      ]---[5808.651, 24.29, 48.724]
[ 0.01010101  0.5         1.         -0.16666667]---[5809.062, 24.57, 47.474]
[0.17171717 0.83333333 0.         0.41666667]---[5984.015, 25.28, 47.49100000000001]
[ 0.01010101 -0.66666667  0.         -0.41666667]---[5737.706999999999, 24.24, 48.64]
[-0.52525253  0.5         0.27272727  1.16666667]---[5831.524, 24.4, 51.148]
[-0.62626263  0.5         0.63636364 -0.41666667]---[5809.6630000000005, 24.06, 49.68600000000001]
[-0.13131313  1.          0.72727273 -0.41666667]---[5917.804, 24.73, 49.068000000000005]
[ 0.52525253 -1.         -0.90909091  0.66666667]---[5581.139, 23.69, 48.70399999999999]
[ 0.          0.83333333  0.54545455 -0.75      ]---[5886.08, 24.72, 47.245]
[-1.06060606 -0.33333333 -0.45454545  0.5       ]---[5654.82, 23.0, 52.29]
[ 0.01010101 -1.16666667 -1.18181818  1.16666667]---[5515.954000000001, 23.23, 50.961000000000006]
[ 0.54545455 -1.16666667  1.          1.16666667]---[5824.766, 25.01, 47.008]
[ 0.52525253 -1.         -0.90909091  0.66666667]---[5581.139, 23.69, 48.70399999999999]
[ 0.06060606  1.         -0.09090909 -0.66666667]---[5887.53, 24.81, 47.023]
[-0.66666667 -0.33333333  0.27272727  0.        ]---[5770.675, 23.69, 49.224]
[-0.11111111 -0.5        -0.54545455  1.08333333]---[5581.4130000000005, 23.52, 48.353]
[-0.48484848 -0.16666667  0.54545455 -0.16666667]---[5831.661, 24.32, 46.35]
[ 0.11111111 -0.5         0.72727273  0.5       ]---[5912.455, 25.17, 49.128]
[ 0.54545455 -0.66666667 -0.54545455 -0.83333333]---[5781.018, 24.41, 46.342]
[-0.44444444  0.66666667  0.63636364  0.83333333]---[5808.022, 24.33, 49.483000000000004]
[ 0.54545455 -1.16666667 -0.45454545  1.16666667]---[5790.347, 24.67, 48.913000000000004]
[ 0.54545455 -1.16666667 -1.18181818  0.5       ]---[5460.016, 22.91, 48.93]
[0.4040404  0.5        0.54545455 1.08333333]---[6051.02, 25.78, 50.761]
[-0.87878788  0.33333333  0.09090909  0.33333333]---[5750.21, 23.57, 55.906000000000006]
[0.49494949 0.16666667 0.72727273 0.75      ]---[5968.816999999999, 25.67, 50.013999999999996]
[0.49494949 0.16666667 0.72727273 0.75      ]---[5968.816999999999, 25.67, 50.013999999999996]
[ 0.01010101 -1.16666667  0.27272727  1.16666667]---[5879.637, 25.12, 48.842]
[-0.52525253 -0.33333333  1.         -0.83333333]---[5829.363, 23.93, 49.766999999999996]
[ 0.11111111 -0.5         0.72727273  0.5       ]---[5912.455, 25.17, 49.128]
[ 0.01010101  0.5        -0.09090909 -0.5       ]---[5874.342, 24.77, 47.284]
[ 0.24242424  1.16666667  1.09090909 -0.66666667]---[5909.335999999999, 25.17, 48.385]
[ 0.52525253 -1.         -0.90909091  0.66666667]---[5581.139, 23.69, 48.70399999999999]
[-0.52525253  0.5        -1.18181818 -0.16666667]---[5646.42, 23.26, 50.183]
[ 0.51515152  0.66666667 -0.72727273 -0.16666667]---[5706.338000000001, 24.18, 49.281000000000006]
[-0.71717172  1.16666667  0.45454545  0.5       ]---[5867.94, 24.35, 49.607]
[ 0.54545455 -1.16666667  1.09090909 -0.83333333]---[5982.62, 25.48, 46.526]
[ 0.34343434 -0.83333333 -1.18181818 -0.41666667]---[5475.529, 22.95, 49.242]
[ 0.          0.66666667 -0.27272727 -0.16666667]---[5753.329000000001, 24.38, 47.543]
[-0.28282828  0.83333333 -0.27272727 -0.16666667]---[5747.9259999999995, 24.27, 51.513999999999996]
[ 0.01010101 -0.66666667 -0.90909091  0.25      ]---[5650.866, 23.94, 48.713]
[-0.52525253  0.5         0.27272727  1.16666667]---[5831.524, 24.4, 51.148]
[-0.52525253 -0.33333333 -0.45454545  1.16666667]---[5765.1759999999995, 24.04, 49.861999999999995]
[-1.06060606 -0.33333333  1.         -0.16666667]---[5592.11, 22.89, 51.761]
[-0.52525253  0.5        -0.45454545 -0.83333333]---[5810.484, 24.09, 49.037]
[-0.65656566 -0.16666667  0.18181818  1.25      ]---[5654.683000000001, 23.33, 50.57899999999999]
[ 0.          0.5        -0.54545455  1.08333333]---[5818.473000000001, 24.71, 48.615]
[-0.17171717  0.66666667  0.          1.16666667]---[5846.298000000001, 24.8, 50.0]
[-1.06060606 -1.16666667  0.27272727  0.5       ]---[5712.411999999999, 23.24, 56.558]
[-0.48484848 -0.16666667  0.54545455 -0.16666667]---[5831.661, 24.32, 46.35]
[0.54545455 0.5        0.27272727 1.16666667]---[5928.7480000000005, 25.52, 50.775]
[-0.52525253  0.5         1.          0.5       ]---[5748.6230000000005, 24.05, 48.531000000000006]
[-1.06060606 -0.66666667  0.90909091 -0.66666667]---[5630.755999999999, 22.83, 53.55]
[0.01010101 0.5        1.         1.16666667]---[5943.331, 25.54, 51.138999999999996]
[ 0.54545455 -0.33333333  1.          1.16666667]---[5960.485, 25.79, 48.731]
[ 0.01010101 -1.16666667  0.27272727  0.5       ]---[5745.805, 24.22, 48.511]
[ 0.01010101 -0.33333333  1.         -0.83333333]---[5860.621, 24.58, 49.086999999999996]
[ 0.53535354  1.33333333  0.63636364 -0.58333333]---[6019.309, 25.63, 44.402]
[-1.06060606 -0.33333333  1.         -0.83333333]---[5684.545999999999, 23.11, 54.583]
[-0.38383838 -0.66666667  0.36363636 -0.16666667]---[5854.7119999999995, 24.45, 50.863]
[ 0.23232323 -0.33333333 -0.18181818 -0.41666667]---[5869.404, 24.99, 49.215]
[-1.06060606  0.5         1.         -0.16666667]---[5670.415, 23.07, 52.501000000000005]
[0.54545455 1.16666667 0.         0.5       ]---[5916.231, 25.33, 48.351000000000006]
[0.01010101 0.5        0.27272727 1.16666667]---[5911.593000000001, 25.05, 49.945]
[0.50505051 1.         0.81818182 0.91666667]---[6004.535, 25.68, 49.306000000000004]
[ 0.54545455  0.83333333  1.09090909 -0.83333333]---[5936.217, 25.1, 45.748999999999995]
[-0.52525253 -1.16666667  0.27272727 -0.83333333]---[5705.408, 23.31, 49.67100000000001]
[ 0.          0.66666667  0.72727273 -0.66666667]---[5913.043000000001, 25.15, 46.853]
[ 0.01010101 -1.16666667  0.27272727 -0.16666667]---[5796.955, 24.65, 50.177]
[0.17171717 0.83333333 0.         0.41666667]---[5984.015, 25.28, 47.49100000000001]
[-0.04040404  0.66666667 -0.27272727 -0.16666667]---[5765.395, 24.61, 47.332]
[-0.52525253 -0.33333333  0.27272727  0.5       ]---[5685.422, 23.66, 47.996]
[ 0.11111111 -0.33333333 -0.90909091  0.25      ]---[5658.062, 23.81, 49.025]
[-0.61616162  0.83333333  0.          0.91666667]---[5693.233, 23.72, 49.461000000000006]
[ 0.54545455 -0.33333333  1.          0.5       ]---[5969.596, 25.56, 48.961999999999996]
[-0.14141414 -0.5         0.72727273 -0.66666667]---[5893.823, 24.78, 48.903]
[ 0.24242424  0.66666667  1.         -0.75      ]---[6024.275, 25.63, 46.817]
[-0.90909091 -1.          0.27272727 -0.25      ]---[5543.3, 22.71, 53.806000000000004]
[-0.52525253  0.5        -1.18181818 -0.16666667]---[5646.42, 23.26, 50.183]
[0.17171717 0.         1.09090909 0.91666667]---[5863.139, 25.07, 48.519]
[-0.07070707  0.5        -0.72727273 -0.58333333]---[5758.528, 24.31, 49.505]
[-0.17171717 -0.5         0.09090909 -0.5       ]---[5716.53, 23.95, 46.951]
[ 0.         -0.16666667  0.27272727 -0.16666667]---[5867.639, 24.68, 49.222]
[ 0.54545455 -0.33333333 -1.18181818  1.16666667]---[5578.991, 23.29, 49.869]
[ 0.01010101  0.5        -1.18181818  0.5       ]---[5453.724, 22.83, 52.474]
[ 0.24242424  0.16666667  0.72727273 -0.5       ]---[5899.432, 25.0, 47.478]
[ 0.35353535  0.5        -1.09090909 -0.41666667]---[5598.868, 23.24, 53.13399999999999]
[-0.24242424  0.33333333  0.81818182 -0.58333333]---[5755.135, 24.13, 48.302]
[-0.43434343 -0.16666667  0.90909091  0.25      ]---[5725.6269999999995, 23.93, 49.718999999999994]
[0.01010101 0.5        0.27272727 0.5       ]---[5898.488, 25.07, 48.348]
[ 0.01010101 -0.33333333 -0.45454545 -0.16666667]---[5811.469, 24.55, 50.07899999999999]
[-0.76767677  0.16666667 -1.          0.25      ]---[5775.45, 23.9, 50.328]
[-0.45454545  0.33333333 -0.72727273 -0.16666667]---[5756.093000000001, 24.15, 46.651]
[-0.52525253  0.5        -0.45454545  0.5       ]---[5769.732, 24.06, 49.371]
[-1.03030303  0.5        -0.81818182 -0.25      ]---[5623.533, 23.09, 54.71]
[-0.24242424  0.33333333  0.81818182 -0.58333333]---[5755.135, 24.13, 48.302]
[ 0.52525253 -1.         -0.90909091  0.66666667]---[5581.139, 23.69, 48.70399999999999]
[-1.06060606  0.5         0.27272727  1.16666667]---[5669.772, 23.17, 52.763000000000005]
[-0.39393939 -0.33333333  0.72727273  0.08333333]---[5844.602, 24.42, 48.817]
[ 0.54545455 -1.16666667 -1.18181818 -0.16666667]---[5502.424, 22.94, 49.556000000000004]
[-0.52525253  0.5         0.27272727  1.16666667]---[5831.524, 24.4, 51.148]
[ 0.53535354  1.33333333  0.63636364 -0.58333333]---[6019.309, 25.63, 44.402]
[ 0.01010101  0.5         0.27272727 -0.16666667]---[5880.047, 24.9, 47.576]
[-1.06060606 -0.33333333 -1.18181818  0.5       ]---[5601.795999999999, 23.03, 52.49]
[0.04040404 0.5        0.18181818 1.16666667]---[5897.352, 25.06, 49.93600000000001]
[ 0.54545455 -0.83333333  0.81818182 -0.41666667]---[5928.693, 25.22, 47.968]
[ 0.54545455 -0.83333333  0.72727273  0.83333333]---[6011.69, 25.78, 49.872]
[ 0.01010101 -1.16666667  1.         -0.83333333]---[5843.125, 24.49, 46.403999999999996]
[0.49494949 1.         0.36363636 0.83333333]---[5986.066999999999, 25.41, 47.508]
[ 0.52525253 -1.          0.54545455 -0.83333333]---[5946.778, 25.18, 46.147]
[ 0.54545455 -1.16666667  0.27272727  1.16666667]---[5929.528, 25.24, 51.333999999999996]
[-0.5959596  -1.         -1.09090909 -0.16666667]---[5626.557, 23.22, 53.301]
[ 0.44444444  0.66666667 -0.72727273  0.33333333]---[5667.87, 24.05, 49.118]
[ 0.54545455 -0.33333333  0.27272727  1.16666667]---[5970.144, 25.87, 49.272]
[-0.02020202 -0.16666667 -0.81818182  0.        ]---[5815.094, 24.56, 48.446000000000005]
[ 0.54545455 -0.16666667  1.         -0.33333333]---[5895.026999999999, 25.09, 46.845]
[-0.95959596  0.5        -0.45454545  0.16666667]---[5628.814, 23.01, 51.302]
[ 0.23232323 -0.33333333 -0.18181818 -0.41666667]---[5869.404, 24.99, 49.215]
[0.4040404  0.5        0.54545455 1.08333333]---[6051.02, 25.78, 50.761]
[0.54545455 0.83333333 1.         0.08333333]---[5897.845, 25.19, 46.553000000000004]
[-0.65656566  0.83333333  0.27272727  0.16666667]---[5834.479, 24.13, 50.602]
[-0.04040404  0.66666667  0.18181818 -0.75      ]---[5808.651, 24.29, 48.724]
[ 0.01010101  0.5         1.         -0.16666667]---[5809.062, 24.57, 47.474]
[0.17171717 0.83333333 0.         0.41666667]---[5984.015, 25.28, 47.49100000000001]
[ 0.01010101 -0.66666667  0.         -0.41666667]---[5737.706999999999, 24.24, 48.64]
[-0.52525253  0.5         0.27272727  1.16666667]---[5831.524, 24.4, 51.148]
[-0.62626263  0.5         0.63636364 -0.41666667]---[5809.6630000000005, 24.06, 49.68600000000001]
[-0.13131313  1.          0.72727273 -0.41666667]---[5917.804, 24.73, 49.068000000000005]
[ 0.52525253 -1.         -0.90909091  0.66666667]---[5581.139, 23.69, 48.70399999999999]
[ 0.          0.83333333  0.54545455 -0.75      ]---[5886.08, 24.72, 47.245]
[-1.06060606 -0.33333333 -0.45454545  0.5       ]---[5654.82, 23.0, 52.29]
[ 0.01010101 -1.16666667 -1.18181818  1.16666667]---[5515.954000000001, 23.23, 50.961000000000006]
[ 0.54545455 -1.16666667  1.          1.16666667]---[5824.766, 25.01, 47.008]
[ 0.52525253 -1.         -0.90909091  0.66666667]---[5581.139, 23.69, 48.70399999999999]
[ 0.06060606  1.         -0.09090909 -0.66666667]---[5887.53, 24.81, 47.023]
[-0.66666667 -0.33333333  0.27272727  0.        ]---[5770.675, 23.69, 49.224]
[-0.11111111 -0.5        -0.54545455  1.08333333]---[5581.4130000000005, 23.52, 48.353]
[-0.48484848 -0.16666667  0.54545455 -0.16666667]---[5831.661, 24.32, 46.35]
[ 0.11111111 -0.5         0.72727273  0.5       ]---[5912.455, 25.17, 49.128]
[ 0.54545455 -0.66666667 -0.54545455 -0.83333333]---[5781.018, 24.41, 46.342]
[-0.44444444  0.66666667  0.63636364  0.83333333]---[5808.022, 24.33, 49.483000000000004]
[ 0.54545455 -1.16666667 -0.45454545  1.16666667]---[5790.347, 24.67, 48.913000000000004]
[ 0.54545455 -1.16666667 -1.18181818  0.5       ]---[5460.016, 22.91, 48.93]
[0.4040404  0.5        0.54545455 1.08333333]---[6051.02, 25.78, 50.761]
[-0.87878788  0.33333333  0.09090909  0.33333333]---[5750.21, 23.57, 55.906000000000006]
[0.49494949 0.16666667 0.72727273 0.75      ]---[5968.816999999999, 25.67, 50.013999999999996]
